"network_id" "kind" "rep" "mu" "c" "alpha" "alpha.out" "beta" "eigen.ratio" "R_init" "R_predicted" "x_bar" "x_reduced" "R_alternative_1" "R_alternative_2"
"11" "OCN_3" "OCN" 1 0.01 0.1 0.0105795667494488 0.0107550690209224 1.04922893684575 1 1.81311182889027 4.26982341191581e-42 24.5251366011338 22.8245271077929 0 29.9764791211817
"12" "OCN_3" "OCN" 1 0.01 0.1 0.0105795667494488 0.0107550690209224 1.04922893684575 1 2.60065194672382 1.83198385696982e-41 27.2413995181498 24.696343939795 0 29.9764791211817
"13" "OCN_3" "OCN" 1 0.01 0.1 0.0105795667494488 0.0107550690209224 1.04922893684575 1 7.21374591973035 29.9764807499373 28.6249906667191 25.3234027311056 0 29.9764791211817
"14" "OCN_3" "OCN" 1 0.01 0.1 0.0105795667494488 0.0107550690209224 1.04922893684575 1 15.7134830738201 29.9764807499373 29.9947756681227 29.9867909571124 0 29.9764791211817
"15" "OCN_3" "OCN" 1 0.01 0.1 0.0105795667494488 0.0107550690209224 1.04922893684575 1 15.2589359931495 29.9764807499373 29.9947756681227 29.9867909571124 0 29.9764791211817
"16" "OCN_3" "OCN" 1 0.01 0.1 0.0105795667494488 0.0107550690209224 1.04922893684575 1 18.5287100075191 29.9764807499373 29.9947756681227 29.9867909571124 0 29.9764791211817
"17" "OCN_3" "OCN" 1 0.01 0.1 0.0105795667494488 0.0107550690209224 1.04922893684575 1 25.8599687107304 29.9764807499373 29.9947756681227 29.9867909571124 0 29.9764791211817
"18" "OCN_3" "OCN" 1 0.01 0.1 0.0105795667494488 0.0107550690209224 1.04922893684575 1 19.6668991303187 29.9764807499373 29.9947756681227 29.9867909571124 0 29.9764791211817
"19" "OCN_3" "OCN" 1 0.01 0.1 0.0105795667494488 0.0107550690209224 1.04922893684575 1 30.3887148936906 29.9764807499373 29.9947756681227 29.9867909571124 0 29.9764791211817
"110" "OCN_3" "OCN" 1 0.01 0.1 0.0105795667494488 0.0107550690209224 1.04922893684575 1 28.3357307578866 29.9764807499373 29.9947756681227 29.9867909571124 0 29.9764791211817
"111" "OCN_3" "OCN" 1 0.12 0.1 0.126954800993386 0.129060828251068 1.04922893684575 1 0.64631980488231 6.7042099775769e-46 2.61410297857764e-42 3.05944668957112e-42 0 29.7150066551561
"112" "OCN_3" "OCN" 1 0.12 0.1 0.126954800993386 0.129060828251068 1.04922893684575 1 2.30691961931272 6.4445336761767e-45 29.5088289348728 29.2462827944588 0 29.7150066551561
"113" "OCN_3" "OCN" 1 0.12 0.1 0.126954800993386 0.129060828251068 1.04922893684575 1 10.8788493570652 29.7150066530886 29.5088289348728 29.2462827944588 0 29.7150066551561
"114" "OCN_3" "OCN" 1 0.12 0.1 0.126954800993386 0.129060828251068 1.04922893684575 1 16.6999726209418 29.7150066530886 29.5088289348728 29.2462827944588 0 29.7150066551561
"115" "OCN_3" "OCN" 1 0.12 0.1 0.126954800993386 0.129060828251068 1.04922893684575 1 17.0796567563361 29.7150066530886 29.5088289348728 29.2462827944588 0 29.7150066551561
"116" "OCN_3" "OCN" 1 0.12 0.1 0.126954800993386 0.129060828251068 1.04922893684575 1 13.704950978945 29.7150066530886 29.5088289348728 29.2462827944588 0 29.7150066551561
"117" "OCN_3" "OCN" 1 0.12 0.1 0.126954800993386 0.129060828251068 1.04922893684575 1 15.6331074596504 29.7150066530886 29.5088289348728 29.2462827944588 0 29.7150066551561
"118" "OCN_3" "OCN" 1 0.12 0.1 0.126954800993386 0.129060828251068 1.04922893684575 1 18.9903200988876 29.7150066530886 29.5088289348728 29.2462827944588 0 29.7150066551561
"119" "OCN_3" "OCN" 1 0.12 0.1 0.126954800993386 0.129060828251068 1.04922893684575 1 22.7764677774484 29.7150066530886 29.5088289348728 29.2462827944588 0 29.7150066551561
"120" "OCN_3" "OCN" 1 0.12 0.1 0.126954800993386 0.129060828251068 1.04922893684575 1 32.8552703522277 29.7150066530886 29.5088289348728 29.2462827944588 0 29.7150066551561
"121" "OCN_3" "OCN" 1 0.23 0.1 0.243330035237323 0.247366587481214 1.04922893684575 1 0.472576885217675 4.06275772751545e-49 6.9672209716768e-42 8.43862446939243e-42 0 29.4482539268428
"122" "OCN_3" "OCN" 1 0.23 0.1 0.243330035237323 0.247366587481214 1.04922893684575 1 3.63530895170556 29.4482534837299 28.5445775569366 27.7941509335959 0 29.4482539268428
"123" "OCN_3" "OCN" 1 0.23 0.1 0.243330035237323 0.247366587481214 1.04922893684575 1 14.7713204296777 29.4482534837299 28.5445775569366 27.7941509335959 0 29.4482539268428
"124" "OCN_3" "OCN" 1 0.23 0.1 0.243330035237323 0.247366587481214 1.04922893684575 1 9.35325335855967 29.4482534837299 28.5445775569366 27.7941509335959 0 29.4482539268428
"125" "OCN_3" "OCN" 1 0.23 0.1 0.243330035237323 0.247366587481214 1.04922893684575 1 11.0932246137785 29.4482534837299 28.5445775569366 27.7941509335959 0 29.4482539268428
"126" "OCN_3" "OCN" 1 0.23 0.1 0.243330035237323 0.247366587481214 1.04922893684575 1 21.0672462486522 29.4482534837299 28.5445775569366 27.7941509335959 0 29.4482539268428
"127" "OCN_3" "OCN" 1 0.23 0.1 0.243330035237323 0.247366587481214 1.04922893684575 1 21.5945194977499 29.4482534837299 28.5445775569366 27.7941509335959 0 29.4482539268428
"128" "OCN_3" "OCN" 1 0.23 0.1 0.243330035237323 0.247366587481214 1.04922893684575 1 23.0363620311576 29.4482534837299 28.5445775569366 27.7941509335959 0 29.4482539268428
"129" "OCN_3" "OCN" 1 0.23 0.1 0.243330035237323 0.247366587481214 1.04922893684575 1 29.6018336335946 29.4482534837299 28.5445775569366 27.7941509335959 0 29.4482539268428
"130" "OCN_3" "OCN" 1 0.23 0.1 0.243330035237323 0.247366587481214 1.04922893684575 1 26.3105266070702 29.4482534837299 28.5445775569366 27.7941509335959 0 29.4482539268428
"131" "OCN_3" "OCN" 1 0.34 0.1 0.35970526948126 0.36567234671136 1.04922893684575 1 0.816510702550953 7.06444152846202e-52 27.2327805227319 25.7599729813479 0 29.1758879669495
"132" "OCN_3" "OCN" 1 0.34 0.1 0.35970526948126 0.36567234671136 1.04922893684575 1 3.38891571529054 2.16041413430838e-50 27.2327805227319 25.7599729813479 0 29.1758879669495
"133" "OCN_3" "OCN" 1 0.34 0.1 0.35970526948126 0.36567234671136 1.04922893684575 1 7.52336199996783 29.1758879656089 27.2327805227319 25.7599729813479 0 29.1758879669495
"134" "OCN_3" "OCN" 1 0.34 0.1 0.35970526948126 0.36567234671136 1.04922893684575 1 10.1129026514848 29.1758879656089 27.2327805227319 25.7599729813479 0 29.1758879669495
"135" "OCN_3" "OCN" 1 0.34 0.1 0.35970526948126 0.36567234671136 1.04922893684575 1 8.71939513678487 29.1758879656089 27.2327805227319 25.7599729813479 0 29.1758879669495
"136" "OCN_3" "OCN" 1 0.34 0.1 0.35970526948126 0.36567234671136 1.04922893684575 1 18.3622848417278 29.1758879656089 27.2327805227319 25.7599729813479 0 29.1758879669495
"137" "OCN_3" "OCN" 1 0.34 0.1 0.35970526948126 0.36567234671136 1.04922893684575 1 23.2500446452867 29.1758879656089 27.2327805227319 25.7599729813479 0 29.1758879669495
"138" "OCN_3" "OCN" 1 0.34 0.1 0.35970526948126 0.36567234671136 1.04922893684575 1 20.3026615027442 29.1758879656089 27.2327805227319 25.7599729813479 0 29.1758879669495
"139" "OCN_3" "OCN" 1 0.34 0.1 0.35970526948126 0.36567234671136 1.04922893684575 1 24.3357745333857 29.1758879656089 27.2327805227319 25.7599729813479 0 29.1758879669495
"140" "OCN_3" "OCN" 1 0.34 0.1 0.35970526948126 0.36567234671136 1.04922893684575 1 28.5642897988201 29.1758879656089 27.2327805227319 25.7599729813479 0 29.1758879669495
"141" "OCN_3" "OCN" 1 0.45 0.1 0.476080503725198 0.483978105941505 1.04922893684575 1 0.748921389437027 6.09540908894945e-55 1.34909240101455e-41 1.64196154549837e-41 0 28.8975418785691
"142" "OCN_3" "OCN" 1 0.45 0.1 0.476080503725198 0.483978105941505 1.04922893684575 1 3.59526232148403 2.0660712924966e-53 25.9449625230204 24.1154375850252 0 28.8975418785691
"143" "OCN_3" "OCN" 1 0.45 0.1 0.476080503725198 0.483978105941505 1.04922893684575 1 7.06127046374118 28.8975402057995 25.9449625230204 24.1154375850252 0 28.8975418785691
"144" "OCN_3" "OCN" 1 0.45 0.1 0.476080503725198 0.483978105941505 1.04922893684575 1 5.94053704285858 28.8975402057995 25.9449625230204 24.1154375850252 0 28.8975418785691
"145" "OCN_3" "OCN" 1 0.45 0.1 0.476080503725198 0.483978105941505 1.04922893684575 1 15.6877175505833 28.8975402057995 25.9449625230204 24.1154375850252 0 28.8975418785691
"146" "OCN_3" "OCN" 1 0.45 0.1 0.476080503725198 0.483978105941505 1.04922893684575 1 16.8362287083159 28.8975402057995 25.9449625230204 24.1154375850252 0 28.8975418785691
"147" "OCN_3" "OCN" 1 0.45 0.1 0.476080503725198 0.483978105941505 1.04922893684575 1 23.9091647665486 28.8975402057995 25.9449625230204 24.1154375850252 0 28.8975418785691
"148" "OCN_3" "OCN" 1 0.45 0.1 0.476080503725198 0.483978105941505 1.04922893684575 1 22.5489274940031 28.8975402057995 25.9449625230204 24.1154375850252 0 28.8975418785691
"149" "OCN_3" "OCN" 1 0.45 0.1 0.476080503725198 0.483978105941505 1.04922893684575 1 22.7226629141954 28.8975402057995 25.9449625230204 24.1154375850252 0 28.8975418785691
"150" "OCN_3" "OCN" 1 0.45 0.1 0.476080503725198 0.483978105941505 1.04922893684575 1 25.6178875259583 28.8975402057995 25.9449625230204 24.1154375850252 0 28.8975418785691
"151" "OCN_3" "OCN" 1 0.56 0.1 0.592455737969136 0.602283865171651 1.04922893684575 1 0.344791954129563 2.65263469290604e-58 2.15490006187799e-42 2.62280362044903e-42 0 28.6127978029442
"152" "OCN_3" "OCN" 1 0.56 0.1 0.592455737969136 0.602283865171651 1.04922893684575 1 2.39383108000784 3.48464822539103e-57 24.8643756635299 23.019585533917 0 28.6127978029442
"153" "OCN_3" "OCN" 1 0.56 0.1 0.592455737969136 0.602283865171651 1.04922893684575 1 5.54855479212369 28.612797802001 24.8643756635299 23.019585533917 0 28.6127978029442
"154" "OCN_3" "OCN" 1 0.56 0.1 0.592455737969136 0.602283865171651 1.04922893684575 1 9.51682169410808 28.612797802001 24.8643756635299 23.019585533917 0 28.6127978029442
"155" "OCN_3" "OCN" 1 0.56 0.1 0.592455737969136 0.602283865171651 1.04922893684575 1 12.2087861029285 28.612797802001 24.8643756635299 23.019585533917 0 28.6127978029442
"156" "OCN_3" "OCN" 1 0.56 0.1 0.592455737969136 0.602283865171651 1.04922893684575 1 15.4159657816148 28.612797802001 24.8643756635299 23.019585533917 0 28.6127978029442
"157" "OCN_3" "OCN" 1 0.56 0.1 0.592455737969136 0.602283865171651 1.04922893684575 1 17.2520325761018 28.612797802001 24.8643756635299 23.019585533917 0 28.6127978029442
"158" "OCN_3" "OCN" 1 0.56 0.1 0.592455737969136 0.602283865171651 1.04922893684575 1 22.1387482428918 28.612797802001 24.8643756635299 23.019585533917 0 28.6127978029442
"159" "OCN_3" "OCN" 1 0.56 0.1 0.592455737969136 0.602283865171651 1.04922893684575 1 29.55139896318 28.612797802001 24.8643756635299 23.019585533917 0 28.6127978029442
"160" "OCN_3" "OCN" 1 0.56 0.1 0.592455737969136 0.602283865171651 1.04922893684575 1 28.781599943515 28.612797802001 24.8643756635299 23.019585533917 0 28.6127978029442
"161" "OCN_3" "OCN" 1 0.67 0.1 0.708830972213073 0.720589624401797 1.04922893684575 1 0.662357988386561 5.64347070600665e-61 23.9865775493739 22.2202211971492 0 28.3212012899437
"162" "OCN_3" "OCN" 1 0.67 0.1 0.708830972213073 0.720589624401797 1.04922893684575 1 2.92895129139567 5.6272861492215e-60 23.9865775493739 22.2202211971492 0 28.3212012899437
"163" "OCN_3" "OCN" 1 0.67 0.1 0.708830972213073 0.720589624401797 1.04922893684575 1 5.91702768106822 28.3211986714506 23.9865775493739 22.2202211971492 0 28.3212012899437
"164" "OCN_3" "OCN" 1 0.67 0.1 0.708830972213073 0.720589624401797 1.04922893684575 1 9.34437026478962 28.3211986714506 23.9865775493739 22.2202211971492 0 28.3212012899437
"165" "OCN_3" "OCN" 1 0.67 0.1 0.708830972213073 0.720589624401797 1.04922893684575 1 10.9273805514624 28.3211986714506 23.9865775493739 22.2202211971492 0 28.3212012899437
"166" "OCN_3" "OCN" 1 0.67 0.1 0.708830972213073 0.720589624401797 1.04922893684575 1 17.5494146971802 28.3211986714506 23.9865775493739 22.2202211971492 0 28.3212012899437
"167" "OCN_3" "OCN" 1 0.67 0.1 0.708830972213073 0.720589624401797 1.04922893684575 1 24.3996879221862 28.3211986714506 23.9865775493739 22.2202211971492 0 28.3212012899437
"168" "OCN_3" "OCN" 1 0.67 0.1 0.708830972213073 0.720589624401797 1.04922893684575 1 19.3048483784719 28.3211986714506 23.9865775493739 22.2202211971492 0 28.3212012899437
"169" "OCN_3" "OCN" 1 0.67 0.1 0.708830972213073 0.720589624401797 1.04922893684575 1 27.5970253190302 28.3211986714506 23.9865775493739 22.2202211971492 0 28.3212012899437
"170" "OCN_3" "OCN" 1 0.67 0.1 0.708830972213073 0.720589624401797 1.04922893684575 1 23.8744335116894 28.3211986714506 23.9865775493739 22.2202211971492 0 28.3212012899437
"171" "OCN_3" "OCN" 1 0.78 0.1 0.825206206457011 0.838895383631943 1.04922893684575 1 15.7515750265657 28.0222222451944 23.2857080317739 21.6156552983423 0 28.0222222461627
"172" "OCN_3" "OCN" 1 0.78 0.1 0.825206206457011 0.838895383631943 1.04922893684575 1 3.73924051965605 1.24742250201894e-62 23.2857080317739 21.6156552983423 0 28.0222222461627
"173" "OCN_3" "OCN" 1 0.78 0.1 0.825206206457011 0.838895383631943 1.04922893684575 1 4.74223724024427 1.010874802782e-61 23.2857080317739 21.6156552983423 0 28.0222222461627
"174" "OCN_3" "OCN" 1 0.78 0.1 0.825206206457011 0.838895383631943 1.04922893684575 1 10.269659763612 28.0222222451944 23.2857080317739 21.6156552983423 0 28.0222222461627
"175" "OCN_3" "OCN" 1 0.78 0.1 0.825206206457011 0.838895383631943 1.04922893684575 1 12.780759853802 28.0222222451944 23.2857080317739 21.6156552983423 0 28.0222222461627
"176" "OCN_3" "OCN" 1 0.78 0.1 0.825206206457011 0.838895383631943 1.04922893684575 1 19.3878425373784 28.0222222451944 23.2857080317739 21.6156552983423 0 28.0222222461627
"177" "OCN_3" "OCN" 1 0.78 0.1 0.825206206457011 0.838895383631943 1.04922893684575 1 25.4617901056793 28.0222222451944 23.2857080317739 21.6156552983423 0 28.0222222461627
"178" "OCN_3" "OCN" 1 0.78 0.1 0.825206206457011 0.838895383631943 1.04922893684575 1 23.5745421769365 28.0222222451944 23.2857080317739 21.6156552983423 0 28.0222222461627
"179" "OCN_3" "OCN" 1 0.78 0.1 0.825206206457011 0.838895383631943 1.04922893684575 1 25.6595035988962 28.0222222451944 23.2857080317739 21.6156552983423 0 28.0222222461627
"180" "OCN_3" "OCN" 1 0.78 0.1 0.825206206457011 0.838895383631943 1.04922893684575 1 22.6638812704462 28.0222222451944 23.2857080317739 21.6156552983423 0 28.0222222461627
"181" "OCN_3" "OCN" 1 0.89 0.1 0.941581440700949 0.957201142862087 1.04922893684575 1 0.809148465045416 9.05455856029064e-67 2.60783598998961e-42 3.17410659062461e-42 0 27.7152812647547
"182" "OCN_3" "OCN" 1 0.89 0.1 0.941581440700949 0.957201142862087 1.04922893684575 1 2.69076584775988 5.07810055228046e-66 22.7393893410948 21.1598077733139 0 27.7152812647547
"183" "OCN_3" "OCN" 1 0.89 0.1 0.941581440700949 0.957201142862087 1.04922893684575 1 6.16559306562806 27.7152785478293 22.7393893410948 21.1598077733139 0 27.7152812647547
"184" "OCN_3" "OCN" 1 0.89 0.1 0.941581440700949 0.957201142862087 1.04922893684575 1 9.39535163702419 27.7152785478293 22.7393893410948 21.1598077733139 0 27.7152812647547
"185" "OCN_3" "OCN" 1 0.89 0.1 0.941581440700949 0.957201142862087 1.04922893684575 1 11.7361037796223 27.7152785478293 22.7393893410948 21.1598077733139 0 27.7152812647547
"186" "OCN_3" "OCN" 1 0.89 0.1 0.941581440700949 0.957201142862087 1.04922893684575 1 15.0092734647642 27.7152785478293 22.7393893410948 21.1598077733139 0 27.7152812647547
"187" "OCN_3" "OCN" 1 0.89 0.1 0.941581440700949 0.957201142862087 1.04922893684575 1 21.1392061895564 27.7152785478293 22.7393893410948 21.1598077733139 0 27.7152812647547
"188" "OCN_3" "OCN" 1 0.89 0.1 0.941581440700949 0.957201142862087 1.04922893684575 1 26.7988297277902 27.7152785478293 22.7393893410948 21.1598077733139 0 27.7152812647547
"189" "OCN_3" "OCN" 1 0.89 0.1 0.941581440700949 0.957201142862087 1.04922893684575 1 23.5036839013164 27.7152785478293 22.7393893410948 21.1598077733139 0 27.7152812647547
"190" "OCN_3" "OCN" 1 0.89 0.1 0.941581440700949 0.957201142862087 1.04922893684575 1 25.8794235671135 27.7152785478293 22.7393893410948 21.1598077733139 0 27.7152812647547
"191" "OCN_3" "OCN" 1 1 0.1 1.05795667494489 1.07550690209223 1.04922893684575 1 0.944972565754265 1.30491378515317e-69 2.41807703394743e-41 2.94314301180565e-41 0 27.3996945085725
"192" "OCN_3" "OCN" 1 1 0.1 1.05795667494489 1.07550690209223 1.04922893684575 1 7.30849234631111 27.3996945068724 22.3151685883121 20.8148633335934 0 27.3996945085725
"193" "OCN_3" "OCN" 1 1 0.1 1.05795667494489 1.07550690209223 1.04922893684575 1 6.17457807754784 27.3996945068724 22.3151685883121 20.8148633335934 0 27.3996945085725
"194" "OCN_3" "OCN" 1 1 0.1 1.05795667494489 1.07550690209223 1.04922893684575 1 11.96831675825 27.3996945068724 22.3151685883121 20.8148633335934 0 27.3996945085725
"195" "OCN_3" "OCN" 1 1 0.1 1.05795667494489 1.07550690209223 1.04922893684575 1 18.17198824257 27.3996945068724 22.3151685883121 20.8148633335934 0 27.3996945085725
"196" "OCN_3" "OCN" 1 1 0.1 1.05795667494489 1.07550690209223 1.04922893684575 1 18.0145242360995 27.3996945068724 22.3151685883121 20.8148633335934 0 27.3996945085725
"197" "OCN_3" "OCN" 1 1 0.1 1.05795667494489 1.07550690209223 1.04922893684575 1 18.8704392416605 27.3996945068724 22.3151685883121 20.8148633335934 0 27.3996945085725
"198" "OCN_3" "OCN" 1 1 0.1 1.05795667494489 1.07550690209223 1.04922893684575 1 16.6736851675347 27.3996945068724 22.3151685883121 20.8148633335934 0 27.3996945085725
"199" "OCN_3" "OCN" 1 1 0.1 1.05795667494489 1.07550690209223 1.04922893684575 1 31.5812976176493 27.3996945068724 22.3151685883121 20.8148633335934 0 27.3996945085725
"1100" "OCN_3" "OCN" 1 1 0.1 1.05795667494489 1.07550690209223 1.04922893684575 1 31.6063849723831 27.3996945068724 22.3151685883121 20.8148633335934 0 27.3996945085725
"1101" "OCN_3" "OCN" 1 0.01 0.5 0.0105795667494488 0.0107550690209224 1.04922893684575 1 0.246525231451099 4.24732598445796e-179 7.10476017999657e-179 5.11828493170081e-179 0 29.9575717683643
"1102" "OCN_3" "OCN" 1 0.01 0.5 0.0105795667494488 0.0107550690209224 1.04922893684575 1 1.95533758249458 2.85059324821418e-178 2.73769735559031e-177 4.14409199273949e-177 0 29.9575717683643
"1103" "OCN_3" "OCN" 1 0.01 0.5 0.0105795667494488 0.0107550690209224 1.04922893684575 1 10.1083910448552 3.9490574470007e-177 2.85588244586707 4.18493768710608 0 29.9575717683643
"1104" "OCN_3" "OCN" 1 0.01 0.5 0.0105795667494488 0.0107550690209224 1.04922893684575 1 8.37721543085153 2.23656799045525e-177 4.28528797563085 2.62054553288856 0 29.9575717683643
"1105" "OCN_3" "OCN" 1 0.01 0.5 0.0105795667494488 0.0107550690209224 1.04922893684575 1 14.7452774736234 4.23654585388853e-175 10.0011689016405 9.88865396612577 0 29.9575717683643
"1106" "OCN_3" "OCN" 1 0.01 0.5 0.0105795667494488 0.0107550690209224 1.04922893684575 1 17.1337175061979 29.9575822760082 14.2839080974745 21.5975264423175 0 29.9575717683643
"1107" "OCN_3" "OCN" 1 0.01 0.5 0.0105795667494488 0.0107550690209224 1.04922893684575 1 21.1250339319957 29.9575822760082 17.1528741199204 17.3632804541998 0 29.9575717683643
"1108" "OCN_3" "OCN" 1 0.01 0.5 0.0105795667494488 0.0107550690209224 1.04922893684575 1 26.6157938976029 29.9575822760082 29.9773569617584 29.957427111068 0 29.9575717683643
"1109" "OCN_3" "OCN" 1 0.01 0.5 0.0105795667494488 0.0107550690209224 1.04922893684575 1 24.5123661129721 29.9575822760082 27.1245260170438 26.241645175713 0 29.9575717683643
