"network_id" "kind" "rep" "mu" "c" "alpha" "alpha.out" "beta" "eigen.ratio" "R_init" "R_predicted" "x_bar" "x_reduced" "R_alternative_1" "R_alternative_2"
"11" "RGG_4" "RGG" 1 0.01 0.1 0.00991507952308114 0.00994603325610205 1.00363723887137 1.71962361626617 2.06728489446441 1.13115769009622e-41 3.15736166385492 3.31601393143549 0 29.9977621381543
"12" "RGG_4" "RGG" 1 0.01 0.1 0.00991507952308114 0.00994603325610205 1.00363723887137 1.71962361626617 5.33862718674883 29.9977621534602 28.6208354197891 28.6344295137979 0 29.9977621381543
"13" "RGG_4" "RGG" 1 0.01 0.1 0.00991507952308114 0.00994603325610205 1.00363723887137 1.71962361626617 16.6993563368783 29.9977621534602 29.9988830306005 29.9978806587224 0 29.9977621381543
"14" "RGG_4" "RGG" 1 0.01 0.1 0.00991507952308114 0.00994603325610205 1.00363723887137 1.71962361626617 9.30528483314226 29.9977621534602 29.9988830306005 29.9978806587224 0 29.9977621381543
"15" "RGG_4" "RGG" 1 0.01 0.1 0.00991507952308114 0.00994603325610205 1.00363723887137 1.71962361626617 12.3984129223264 29.9977621534602 29.9988830306005 29.9978806587224 0 29.9977621381543
"16" "RGG_4" "RGG" 1 0.01 0.1 0.00991507952308114 0.00994603325610205 1.00363723887137 1.71962361626617 14.9083506291462 29.9977621534602 29.9988830306005 29.9978806587224 0 29.9977621381543
"17" "RGG_4" "RGG" 1 0.01 0.1 0.00991507952308114 0.00994603325610205 1.00363723887137 1.71962361626617 17.3560361355195 29.9977621534602 29.9988830306005 29.9978806587224 0 29.9977621381543
"18" "RGG_4" "RGG" 1 0.01 0.1 0.00991507952308114 0.00994603325610205 1.00363723887137 1.71962361626617 22.5982050108397 29.9977621534602 29.9988830306005 29.9978806587224 0 29.9977621381543
"19" "RGG_4" "RGG" 1 0.01 0.1 0.00991507952308114 0.00994603325610205 1.00363723887137 1.71962361626617 26.4801003205041 29.9977621534602 29.9988830306005 29.9978806587224 0 29.9977621381543
"110" "RGG_4" "RGG" 1 0.01 0.1 0.00991507952308114 0.00994603325610205 1.00363723887137 1.71962361626617 26.8675462304099 29.9977621534602 29.9988830306005 29.9978806587224 0 29.9977621381543
"111" "RGG_4" "RGG" 1 0.12 0.1 0.118980954276974 0.119352399073225 1.00363723887137 1.71962361626617 0.647072979040748 7.15870653390899e-43 2.16656592356486e-42 2.16257039999299e-42 0 29.973119194813
"112" "RGG_4" "RGG" 1 0.12 0.1 0.118980954276974 0.119352399073225 1.00363723887137 1.71962361626617 11.7625186466228 29.9731213093553 29.8610833325801 29.8519297722823 0 29.973119194813
"113" "RGG_4" "RGG" 1 0.12 0.1 0.118980954276974 0.119352399073225 1.00363723887137 1.71962361626617 8.2514778051951 29.9731213093553 29.8610833325801 29.8519297722823 0 29.973119194813
