"network_id" "kind" "n_patch" "rep" "mu" "k_sd" "alpha" "alpha.out" "beta" "eigen.ratio" "R_init" "R" "x_bar" "x_reduced"
"11" "RGG_9" "RGG" 21 1 0.01 0 0.01020692264864 0.0102732114449296 1.00425863828277 1.55875328934635 29.8517055742868 29.9966984760296 29.9994967510459 29.9975171630098
"12" "RGG_9" "RGG" 21 1 0.12 0 0.12248307178368 0.123278537339156 1.00425863828277 1.55875328934635 29.8517055742868 29.9603336250022 29.9414929800171 29.9186168111103
"13" "RGG_9" "RGG" 21 1 0.23 0 0.23475922091872 0.236283863233382 1.00425863828277 1.55875328934636 29.8517055742868 29.9238801644142 29.8179044575462 29.7751127027397
"14" "RGG_9" "RGG" 21 1 0.34 0 0.347035370053758 0.349289189127608 1.00425863828277 1.55875328934635 29.8517055742868 29.8873374433515 29.6534503071997 29.5912885396034
"15" "RGG_9" "RGG" 21 1 0.45 0 0.459311519188799 0.462294515021833 1.00425863828277 1.55875328934636 29.8517055742868 29.8507048028921 29.4618396668107 29.3807034152736
"16" "RGG_9" "RGG" 21 1 0.56 0 0.571587668323838 0.57529984091606 1.00425863828277 1.55875328934635 29.8517055742868 29.8139815759661 29.2524034701133 29.1527244132131
"17" "RGG_9" "RGG" 21 1 0.67 0 0.683863817458876 0.688305166810286 1.00425863828277 1.55875328934635 29.8517055742868 29.7771670872155 29.0328902455959 28.9152938459915
"18" "RGG_9" "RGG" 21 1 0.78 0 0.79613996659392 0.801310492704511 1.00425863828277 1.55875328934636 29.8517055742868 29.7402606528484 28.8106857551642 28.6761018988586
"19" "RGG_9" "RGG" 21 1 0.89 0 0.908416115728958 0.914315818598737 1.00425863828277 1.55875328934636 29.8517055742868 29.7032615804907 28.5928382620954 28.442526087212
"110" "RGG_9" "RGG" 21 1 1 0 1.020692264864 1.02732114449296 1.00425863828277 1.55875328934635 29.8517055742868 29.6661691690351 28.3852854559485 28.2207579186787
"111" "RGG_9" "RGG" 21 2 0.01 0 0.01020692264864 0.0102732114449296 1.00425863828277 1.55875328934635 31.1839352910141 29.9966984760296 29.9994967510459 29.9975171630098
"112" "RGG_9" "RGG" 21 2 0.12 0 0.12248307178368 0.123278537339156 1.00425863828277 1.55875328934635 31.1839352910141 29.9603336250022 29.9414929800171 29.9186168111103
"113" "RGG_9" "RGG" 21 2 0.23 0 0.23475922091872 0.236283863233382 1.00425863828277 1.55875328934636 31.1839352910141 29.9238801644142 29.8179044575462 29.7751127027397
"114" "RGG_9" "RGG" 21 2 0.34 0 0.347035370053758 0.349289189127608 1.00425863828277 1.55875328934635 31.1839352910141 29.8873374433515 29.6534503071997 29.5912885396034
"115" "RGG_9" "RGG" 21 2 0.45 0 0.459311519188799 0.462294515021833 1.00425863828277 1.55875328934636 31.1839352910141 29.8507048028921 29.4618396668107 29.3807034152736
"116" "RGG_9" "RGG" 21 2 0.56 0 0.571587668323838 0.57529984091606 1.00425863828277 1.55875328934635 31.1839352910141 29.8139815759661 29.2524034701133 29.1527244132131
"117" "RGG_9" "RGG" 21 2 0.67 0 0.683863817458876 0.688305166810286 1.00425863828277 1.55875328934635 31.1839352910141 29.7771670872155 29.0328902455959 28.9152938459915
"118" "RGG_9" "RGG" 21 2 0.78 0 0.79613996659392 0.801310492704511 1.00425863828277 1.55875328934636 31.1839352910141 29.7402606528484 28.8106857551642 28.6761018988586
"119" "RGG_9" "RGG" 21 2 0.89 0 0.908416115728958 0.914315818598737 1.00425863828277 1.55875328934636 31.1839352910141 29.7032615804907 28.5928382620954 28.442526087212
"120" "RGG_9" "RGG" 21 2 1 0 1.020692264864 1.02732114449296 1.00425863828277 1.55875328934635 31.1839352910141 29.6661691690351 28.3852854559485 28.2207579186787
"121" "RGG_9" "RGG" 21 3 0.01 0 0.01020692264864 0.0102732114449296 1.00425863828277 1.55875328934635 29.6948672911625 29.9966984760296 29.9994967510459 29.9975171630098
"122" "RGG_9" "RGG" 21 3 0.12 0 0.12248307178368 0.123278537339156 1.00425863828277 1.55875328934635 29.6948672911625 29.9603336250022 29.9414929800171 29.9186168111103
"123" "RGG_9" "RGG" 21 3 0.23 0 0.23475922091872 0.236283863233382 1.00425863828277 1.55875328934636 29.6948672911625 29.9238801644142 29.8179044575462 29.7751127027397
"124" "RGG_9" "RGG" 21 3 0.34 0 0.347035370053758 0.349289189127608 1.00425863828277 1.55875328934635 29.6948672911624 29.8873374433515 29.6534503071997 29.5912885396034
"125" "RGG_9" "RGG" 21 3 0.45 0 0.459311519188799 0.462294515021833 1.00425863828277 1.55875328934636 29.6948672911625 29.8507048028921 29.4618396668107 29.3807034152736
"126" "RGG_9" "RGG" 21 3 0.56 0 0.571587668323838 0.57529984091606 1.00425863828277 1.55875328934635 29.6948672911625 29.8139815759661 29.2524034701133 29.1527244132131
"127" "RGG_9" "RGG" 21 3 0.67 0 0.683863817458876 0.688305166810286 1.00425863828277 1.55875328934635 29.6948672911625 29.7771670872155 29.0328902455959 28.9152938459915
"128" "RGG_9" "RGG" 21 3 0.78 0 0.79613996659392 0.801310492704511 1.00425863828277 1.55875328934636 29.6948672911625 29.7402606528484 28.8106857551642 28.6761018988586
"129" "RGG_9" "RGG" 21 3 0.89 0 0.908416115728958 0.914315818598737 1.00425863828277 1.55875328934636 29.6948672911624 29.7032615804907 28.5928382620954 28.442526087212
"130" "RGG_9" "RGG" 21 3 1 0 1.020692264864 1.02732114449296 1.00425863828277 1.55875328934635 29.6948672911625 29.6661691690351 28.3852854559485 28.2207579186787
