"network_id" "kind" "n_patch" "rep" "mu" "k_sd" "alpha" "alpha.out" "beta" "eigen.ratio" "R_init" "R" "x_bar" "x_reduced"
"11" "OCN_30" "OCN" 84 1 0.01 0 0.0106148626631628 0.0107537092755662 1.04387456034473 1 30.1084642074482 29.9816689727463 29.9953597083359 29.9918356424956
"12" "OCN_30" "OCN" 84 1 0.12 0 0.127378351957953 0.129044511306794 1.04387456034473 1 30.1084642074482 29.7785270750304 29.5347936893233 29.5262542033001
"13" "OCN_30" "OCN" 84 1 0.23 0 0.244141841252744 0.247335313338022 1.04387456034473 1 30.1084642074482 29.5725536473832 28.5615165458715 28.5961334603088
"14" "OCN_30" "OCN" 84 1 0.34 0 0.360905330547534 0.36562611536925 1.04387456034473 1 30.1084642074482 29.3636268784843 27.1737041395622 27.3349033962096
"15" "OCN_30" "OCN" 84 1 0.45 0 0.477668819842325 0.483916917400478 1.04387456034473 1 30.1084642074482 29.1516159643616 25.7949449400851 25.9401221298097
"16" "OCN_30" "OCN" 84 1 0.56 0 0.594432309137118 0.602207719431706 1.04387456034473 1.00000000000001 30.1084642074482 28.9363801505711 24.633107304326 24.7600541566037
"17" "OCN_30" "OCN" 84 1 0.67 0 0.71119579843191 0.720498521462933 1.04387456034473 1.00000000000001 30.1084642074482 28.7177676390763 23.7959764899701 23.9572047964382
"18" "OCN_30" "OCN" 84 1 0.78 0 0.827959287726701 0.838789323494162 1.04387456034473 1 30.1084642074482 28.4956143357072 23.1879181476171 23.4137801257002
"19" "OCN_30" "OCN" 84 1 0.89 0 0.944722777021485 0.95708012552539 1.04387456034473 1 30.1084642074482 28.2697424088259 22.7290058504159 23.0194726499343
"110" "OCN_30" "OCN" 84 1 1 0 1.06148626631628 1.07537092755662 1.04387456034473 1 30.1084642074481 28.039958623211 22.3713374516152 22.7168555826668
"111" "OCN_30" "OCN" 84 2 0.01 0 0.0106148626631628 0.0107537092755662 1.04387456034473 1 29.6563441595745 29.9816689727463 29.9953597083359 29.9918356424956
"112" "OCN_30" "OCN" 84 2 0.12 0 0.127378351957953 0.129044511306794 1.04387456034473 1 29.6563441595746 29.7785270750304 29.5347936893233 29.5262542033001
"113" "OCN_30" "OCN" 84 2 0.23 0 0.244141841252744 0.247335313338022 1.04387456034473 1 29.6563441595746 29.5725536473832 28.5615165458715 28.5961334603088
"114" "OCN_30" "OCN" 84 2 0.34 0 0.360905330547534 0.36562611536925 1.04387456034473 1 29.6563441595746 29.3636268784843 27.1737041395622 27.3349033962096
"115" "OCN_30" "OCN" 84 2 0.45 0 0.477668819842325 0.483916917400478 1.04387456034473 1 29.6563441595746 29.1516159643616 25.7949449400851 25.9401221298097
"116" "OCN_30" "OCN" 84 2 0.56 0 0.594432309137118 0.602207719431706 1.04387456034473 1.00000000000001 29.6563441595746 28.9363801505711 24.633107304326 24.7600541566037
"117" "OCN_30" "OCN" 84 2 0.67 0 0.71119579843191 0.720498521462933 1.04387456034473 1.00000000000001 29.6563441595746 28.7177676390763 23.7959764899701 23.9572047964382
"118" "OCN_30" "OCN" 84 2 0.78 0 0.827959287726701 0.838789323494162 1.04387456034473 1 29.6563441595746 28.4956143357072 23.1879181476171 23.4137801257002
"119" "OCN_30" "OCN" 84 2 0.89 0 0.944722777021485 0.95708012552539 1.04387456034473 1 29.6563441595746 28.2697424088259 22.7290058504159 23.0194726499343
"120" "OCN_30" "OCN" 84 2 1 0 1.06148626631628 1.07537092755662 1.04387456034473 1 29.6563441595746 28.039958623211 22.3713374516152 22.7168555826668
"121" "OCN_30" "OCN" 84 3 0.01 0 0.0106148626631628 0.0107537092755662 1.04387456034473 1 29.8470268244938 29.9816689727463 29.9953597083359 29.9918356424956
"122" "OCN_30" "OCN" 84 3 0.12 0 0.127378351957953 0.129044511306794 1.04387456034473 1 29.8470268244938 29.7785270750304 29.5347936893233 29.5262542033001
"123" "OCN_30" "OCN" 84 3 0.23 0 0.244141841252744 0.247335313338022 1.04387456034473 1 29.8470268244938 29.5725536473832 28.5615165458715 28.5961334603088
"124" "OCN_30" "OCN" 84 3 0.34 0 0.360905330547534 0.36562611536925 1.04387456034473 1 29.8470268244938 29.3636268784843 27.1737041395622 27.3349033962096
"125" "OCN_30" "OCN" 84 3 0.45 0 0.477668819842325 0.483916917400478 1.04387456034473 1 29.8470268244938 29.1516159643616 25.7949449400851 25.9401221298097
"126" "OCN_30" "OCN" 84 3 0.56 0 0.594432309137118 0.602207719431706 1.04387456034473 1.00000000000001 29.8470268244938 28.9363801505711 24.633107304326 24.7600541566037
"127" "OCN_30" "OCN" 84 3 0.67 0 0.71119579843191 0.720498521462933 1.04387456034473 1.00000000000001 29.8470268244938 28.7177676390763 23.7959764899701 23.9572047964382
"128" "OCN_30" "OCN" 84 3 0.78 0 0.827959287726701 0.838789323494162 1.04387456034473 1 29.8470268244938 28.4956143357072 23.1879181476171 23.4137801257002
"129" "OCN_30" "OCN" 84 3 0.89 0 0.944722777021485 0.95708012552539 1.04387456034473 1 29.8470268244938 28.2697424088259 22.7290058504159 23.0194726499343
"130" "OCN_30" "OCN" 84 3 1 0 1.06148626631628 1.07537092755662 1.04387456034473 1 29.8470268244938 28.039958623211 22.3713374516152 22.7168555826668
