"network_id" "kind" "n_patch" "rep" "mu" "k_sd" "alpha" "alpha.out" "beta" "eigen.ratio" "R_init" "R" "x_bar" "x_reduced"
"11" "ER_10" "Erdos-Renyi" 21 1 0.01 0 0.00985462364486987 0.0103075626924825 1.03353958236514 1.52954920315884 29.1166655014226 29.9760213222348 29.9977249174624 29.9839133195115
"12" "ER_10" "Erdos-Renyi" 21 1 0.12 0 0.118255483738438 0.12369075230979 1.03353958236514 1.52954920315883 29.1166655014226 29.7096762618479 29.7572440520506 29.5606785430168
"13" "ER_10" "Erdos-Renyi" 21 1 0.23 0 0.226656343832007 0.237073941927098 1.03353958236514 1.52954920315883 29.1166655014226 29.438418778132 29.0904264326485 28.5569851473101
"14" "ER_10" "Erdos-Renyi" 21 1 0.34 0 0.335057203925575 0.350457131544406 1.03353958236514 1.52954920315883 29.1166655014226 29.1619665970887 28.1939603922906 27.2735749933015
"15" "ER_10" "Erdos-Renyi" 21 1 0.45 0 0.443458064019144 0.463840321161714 1.03353958236514 1.52954920315884 29.1166655014226 28.8800093292979 27.8620087244877 26.9086561034654
"16" "ER_10" "Erdos-Renyi" 21 1 0.56 0 0.551858924112713 0.577223510779022 1.03353958236514 1.52954920315884 29.1166655014226 28.5922043858139 27.5559843867698 26.5843702782676
"17" "ER_10" "Erdos-Renyi" 21 1 0.67 0 0.660259784206282 0.690606700396329 1.03353958236514 1.52954920315884 29.1166655014226 28.2981720980773 27.2741232891627 26.2906298263905
"18" "ER_10" "Erdos-Renyi" 21 1 0.78 0 0.768660644299849 0.803989890013637 1.03353958236514 1.52954920315883 29.1166655014226 27.9974898435976 27.0164896116648 26.0248926348007
"19" "ER_10" "Erdos-Renyi" 21 1 0.89 0 0.877061504393418 0.917373079630945 1.03353958236514 1.52954920315883 29.1166655014226 27.6896849180255 26.7814719652958 25.7842462587034
"110" "ER_10" "Erdos-Renyi" 21 1 1 0 0.985462364486984 1.03075626924825 1.03353958236514 1.52954920315884 29.1166655014226 27.3742258102519 26.5668607935828 25.5657131793788
"111" "ER_10" "Erdos-Renyi" 21 2 0.01 0 0.00985462364486987 0.0103075626924825 1.03353958236514 1.52954920315884 30.7810958559554 29.9760213222348 29.9977249174624 29.9839133195115
"112" "ER_10" "Erdos-Renyi" 21 2 0.12 0 0.118255483738438 0.12369075230979 1.03353958236514 1.52954920315883 30.7810958559554 29.7096762618479 29.7572440520506 29.5606785430168
"113" "ER_10" "Erdos-Renyi" 21 2 0.23 0 0.226656343832007 0.237073941927098 1.03353958236514 1.52954920315883 30.7810958559554 29.438418778132 29.0904264326485 28.5569851473101
"114" "ER_10" "Erdos-Renyi" 21 2 0.34 0 0.335057203925575 0.350457131544406 1.03353958236514 1.52954920315883 30.7810958559554 29.1619665970887 28.1939603922906 27.2735749933015
"115" "ER_10" "Erdos-Renyi" 21 2 0.45 0 0.443458064019144 0.463840321161714 1.03353958236514 1.52954920315884 30.7810958559554 28.8800093292979 27.8620087244877 26.9086561034654
"116" "ER_10" "Erdos-Renyi" 21 2 0.56 0 0.551858924112713 0.577223510779022 1.03353958236514 1.52954920315884 30.7810958559555 28.5922043858139 27.5559843867698 26.5843702782676
"117" "ER_10" "Erdos-Renyi" 21 2 0.67 0 0.660259784206282 0.690606700396329 1.03353958236514 1.52954920315884 30.7810958559554 28.2981720980773 27.2741232891627 26.2906298263905
"118" "ER_10" "Erdos-Renyi" 21 2 0.78 0 0.768660644299849 0.803989890013637 1.03353958236514 1.52954920315883 30.7810958559554 27.9974898435976 27.0164896116648 26.0248926348007
"119" "ER_10" "Erdos-Renyi" 21 2 0.89 0 0.877061504393418 0.917373079630945 1.03353958236514 1.52954920315883 30.7810958559554 27.6896849180255 26.7814719652958 25.7842462587034
"120" "ER_10" "Erdos-Renyi" 21 2 1 0 0.985462364486984 1.03075626924825 1.03353958236514 1.52954920315884 30.7810958559554 27.3742258102519 26.5668607935828 25.5657131793788
"121" "ER_10" "Erdos-Renyi" 21 3 0.01 0 0.00985462364486987 0.0103075626924825 1.03353958236514 1.52954920315884 30.9533679624557 29.9760213222348 29.9977249174624 29.9839133195115
"122" "ER_10" "Erdos-Renyi" 21 3 0.12 0 0.118255483738438 0.12369075230979 1.03353958236514 1.52954920315883 30.9533679624557 29.7096762618479 29.7572440520506 29.5606785430168
"123" "ER_10" "Erdos-Renyi" 21 3 0.23 0 0.226656343832007 0.237073941927098 1.03353958236514 1.52954920315883 30.9533679624557 29.438418778132 29.0904264326485 28.5569851473101
"124" "ER_10" "Erdos-Renyi" 21 3 0.34 0 0.335057203925575 0.350457131544406 1.03353958236514 1.52954920315883 30.9533679624557 29.1619665970887 28.1939603922906 27.2735749933015
"125" "ER_10" "Erdos-Renyi" 21 3 0.45 0 0.443458064019144 0.463840321161714 1.03353958236514 1.52954920315884 30.9533679624557 28.8800093292979 27.8620087244877 26.9086561034654
"126" "ER_10" "Erdos-Renyi" 21 3 0.56 0 0.551858924112713 0.577223510779022 1.03353958236514 1.52954920315884 30.9533679624557 28.5922043858139 27.5559843867698 26.5843702782676
"127" "ER_10" "Erdos-Renyi" 21 3 0.67 0 0.660259784206282 0.690606700396329 1.03353958236514 1.52954920315884 30.9533679624557 28.2981720980773 27.2741232891627 26.2906298263905
"128" "ER_10" "Erdos-Renyi" 21 3 0.78 0 0.768660644299849 0.803989890013637 1.03353958236514 1.52954920315883 30.9533679624557 27.9974898435976 27.0164896116648 26.0248926348007
"129" "ER_10" "Erdos-Renyi" 21 3 0.89 0 0.877061504393418 0.917373079630945 1.03353958236514 1.52954920315883 30.9533679624557 27.6896849180255 26.7814719652958 25.7842462587034
"130" "ER_10" "Erdos-Renyi" 21 3 1 0 0.985462364486984 1.03075626924825 1.03353958236514 1.52954920315884 30.9533679624557 27.3742258102519 26.5668607935828 25.5657131793788
