"network_id" "kind" "n_patch" "rep" "mu" "k_sd" "alpha" "alpha.out" "beta" "eigen.ratio" "R_init" "R" "x_bar" "x_reduced"
"11" "RGG_1" "RGG" 21 1 0.01 0.15 0.0100844133384469 0.0101455345568769 1.00375357846484 1.6504791921788 29.225213483795 30.0213256065596 29.9744251885972 30.0210406115674
"12" "RGG_1" "RGG" 21 1 0.12 0.15 0.121012960061363 0.121746414682523 1.00375357846484 1.65047919217881 29.225213483795 29.9885196479312 29.8722274938745 29.8975533855864
"13" "RGG_1" "RGG" 21 1 0.23 0.15 0.231941506784279 0.23334729480817 1.00375357846484 1.65047919217881 29.225213483795 29.9556416694222 29.6687718359253 29.677972656363
"14" "RGG_1" "RGG" 21 1 0.34 0.15 0.342870053507195 0.344948174933816 1.00375357846484 1.6504791921788 29.225213483795 29.9226911946174 29.4128964634908 29.4094951928183
"15" "RGG_1" "RGG" 21 1 0.45 0.15 0.453798600230111 0.456549055059462 1.00375357846484 1.65047919217881 29.225213483795 29.8896677418263 29.1329535705125 29.1195314984768
"16" "RGG_1" "RGG" 21 1 0.56 0.15 0.564727146953026 0.568149935185109 1.00375357846484 1.6504791921788 29.225213483795 29.856570824 28.8487361877221 28.827181209564
"17" "RGG_1" "RGG" 21 1 0.67 0.15 0.675655693675943 0.679750815310755 1.00375357846484 1.65047919217881 29.225213483795 29.8233999486481 28.5736176940532 28.5452719428078
"18" "RGG_1" "RGG" 21 1 0.78 0.15 0.786584240398859 0.791351695436401 1.00375357846484 1.65047919217881 29.225213483795 29.7901546177527 28.3152848082169 28.281092525264
"19" "RGG_1" "RGG" 21 1 0.89 0.15 0.897512787121776 0.902952575562047 1.00375357846484 1.6504791921788 29.225213483795 29.7568343276818 28.0769565449558 28.0376033410791
"110" "RGG_1" "RGG" 21 1 1 0.15 1.00844133384469 1.01455345568769 1.00375357846484 1.65047919217881 29.225213483795 29.7234385690994 27.8589656052091 27.8149811616483
"111" "RGG_1" "RGG" 21 2 0.01 0.15 0.0100844133384469 0.0101455345568769 1.00375357846484 1.6504791921788 30.3055910286428 28.5158491357541 28.4833559520815 28.5157624404543
"112" "RGG_1" "RGG" 21 2 0.12 0.15 0.121012960061363 0.121746414682523 1.00375357846484 1.65047919217881 30.3055910286428 28.4846882943156 28.387701407362 28.3991659262992
"113" "RGG_1" "RGG" 21 2 0.23 0.15 0.231941506784279 0.23334729480817 1.00375357846484 1.65047919217881 30.3055910286428 28.4534590445703 28.1972007250004 28.1893401410759
"114" "RGG_1" "RGG" 21 2 0.34 0.15 0.342870053507195 0.344948174933816 1.00375357846484 1.6504791921788 30.3055910286428 28.4221609339939 27.9586764741802 27.9331050186287
"115" "RGG_1" "RGG" 21 2 0.45 0.15 0.453798600230111 0.456549055059462 1.00375357846484 1.65047919217881 30.3055910286428 28.3907935050511 27.6993865089046 27.6580201318887
"116" "RGG_1" "RGG" 21 2 0.56 0.15 0.564727146953026 0.568149935185109 1.00375357846484 1.6504791921788 30.3055910286428 28.359356295117 27.4380662421255 27.3830638777072
"117" "RGG_1" "RGG" 21 2 0.67 0.15 0.675655693675943 0.679750815310755 1.00375357846484 1.65047919217881 30.3055910286428 28.327848836398 27.1868402635243 27.1204036089617
"118" "RGG_1" "RGG" 21 2 0.78 0.15 0.786584240398859 0.791351695436401 1.00375357846484 1.65047919217881 30.3055910286428 28.2962706558505 26.9521797453938 26.8763508317813
"119" "RGG_1" "RGG" 21 2 0.89 0.15 0.897512787121776 0.902952575562047 1.00375357846484 1.6504791921788 30.3055910286428 28.2646212750978 26.7364494825584 26.6529922088944
"120" "RGG_1" "RGG" 21 2 1 0.15 1.00844133384469 1.01455345568769 1.00375357846484 1.65047919217881 30.3055910286428 28.2329002103457 26.5395774528108 26.4499483398469
"121" "RGG_1" "RGG" 21 3 0.01 0.15 0.0100844133384469 0.0101455345568769 1.00375357846484 1.6504791921788 29.6032085224736 29.9255659756441 29.9511410838988 29.9257596878397
"122" "RGG_1" "RGG" 21 3 0.12 0.15 0.121012960061363 0.121746414682523 1.00375357846484 1.65047919217881 29.6032085224736 29.8928646588471 29.8467023942704 29.8042614131099
"123" "RGG_1" "RGG" 21 3 0.23 0.15 0.231941506784279 0.23334729480817 1.00375357846484 1.65047919217881 29.6032085224736 29.8600915518926 29.6439987293247 29.5871977326199
"124" "RGG_1" "RGG" 21 3 0.34 0.15 0.342870053507195 0.344948174933816 1.00375357846484 1.6504791921788 29.6032085224736 29.8272461798854 29.39264562662 29.3234065389222
"125" "RGG_1" "RGG" 21 3 0.45 0.15 0.453798600230111 0.456549055059462 1.00375357846484 1.65047919217881 29.6032085224736 29.7943280626711 29.1191064650552 29.0391780466017
"126" "RGG_1" "RGG" 21 3 0.56 0.15 0.564727146953026 0.568149935185109 1.00375357846484 1.6504791921788 29.6032085224736 29.7613367147546 28.8408602073415 28.7519577266051
"127" "RGG_1" "RGG" 21 3 0.67 0.15 0.675655693675943 0.679750815310755 1.00375357846484 1.65047919217881 29.6032085224736 29.7282716452162 28.569236168214 28.472993958552
"128" "RGG_1" "RGG" 21 3 0.78 0.15 0.786584240398859 0.791351695436401 1.00375357846484 1.65047919217881 29.6032085224736 29.6951323576269 28.3106304965756 28.2085093468738
"129" "RGG_1" "RGG" 21 3 0.89 0.15 0.897512787121776 0.902952575562047 1.00375357846484 1.6504791921788 29.6032085224736 29.6619183499607 28.0678716341566 27.9611017945311
