"network_id" "kind" "n_patch" "rep" "mu" "k_sd" "alpha" "alpha.out" "beta" "eigen.ratio" "R_init" "R" "x_bar" "x_reduced"
"11" "OCN_24" "OCN" 84 1 0.01 0 0.0104529413254582 0.0103814437000372 1.04315679226164 1.00000000000001 30.230468563188 29.9886997779879 29.9961247057853 29.9979678111845
"12" "OCN_24" "OCN" 84 1 0.12 0 0.125435295905498 0.124577324400447 1.04315679226164 1 30.230468563188 29.8638303413303 29.6162871104427 29.6103342290181
"13" "OCN_24" "OCN" 84 1 0.23 0 0.240417650485539 0.238773205100856 1.04315679226164 1 30.230468563188 29.7379029647047 28.8505449049559 28.8216706118464
"14" "OCN_24" "OCN" 84 1 0.34 0 0.355400005065579 0.352969085801266 1.04315679226164 1 30.230468563188 29.610890293827 27.7961213823029 27.7695505291117
"15" "OCN_24" "OCN" 84 1 0.45 0 0.47038235964562 0.467164966501674 1.04315679226164 1 30.230468563188 29.4827637748962 26.5311897565998 26.5529247326461
"16" "OCN_24" "OCN" 84 1 0.56 0 0.585364714225662 0.581360847202084 1.04315679226164 1 30.230468563188 29.3534935796358 25.3899387657585 25.3559029404027
"17" "OCN_24" "OCN" 84 1 0.67 0 0.7003470688057 0.695556727902493 1.04315679226164 1 30.230468563188 29.2230485242033 24.5096073660782 24.3411807320123
"18" "OCN_24" "OCN" 84 1 0.78 0 0.81532942338574 0.809752608602903 1.04315679226164 1 30.230468563188 29.091395981344 23.8283124226784 23.5637405216873
"19" "OCN_24" "OCN" 84 1 0.89 0 0.930311777965779 0.923948489303311 1.04315679226164 1 30.230468563188 28.9585017850856 23.2873539238664 22.9595569804664
"110" "OCN_24" "OCN" 84 1 1 0 1.04529413254582 1.03814437000372 1.04315679226164 1 30.230468563188 28.8243301271863 22.853347548175 22.4821432721267
"111" "OCN_24" "OCN" 84 2 0.01 0 0.0104529413254582 0.0103814437000372 1.04315679226164 1.00000000000001 29.5803441465248 29.9886997779879 29.9961247057853 29.9979678111845
"112" "OCN_24" "OCN" 84 2 0.12 0 0.125435295905498 0.124577324400447 1.04315679226164 1 29.5803441465248 29.8638303413303 29.6162871104427 29.6103342290181
"113" "OCN_24" "OCN" 84 2 0.23 0 0.240417650485539 0.238773205100856 1.04315679226164 1 29.5803441465248 29.7379029647047 28.8505449049559 28.8216706118464
"114" "OCN_24" "OCN" 84 2 0.34 0 0.355400005065579 0.352969085801266 1.04315679226164 1 29.5803441465247 29.610890293827 27.7961213823029 27.7695505291117
"115" "OCN_24" "OCN" 84 2 0.45 0 0.47038235964562 0.467164966501674 1.04315679226164 1 29.5803441465248 29.4827637748962 26.5311897565998 26.5529247326461
"116" "OCN_24" "OCN" 84 2 0.56 0 0.585364714225662 0.581360847202084 1.04315679226164 1 29.5803441465248 29.3534935796358 25.3899387657585 25.3559029404027
"117" "OCN_24" "OCN" 84 2 0.67 0 0.7003470688057 0.695556727902493 1.04315679226164 1 29.5803441465248 29.2230485242033 24.5096073660782 24.3411807320123
"118" "OCN_24" "OCN" 84 2 0.78 0 0.81532942338574 0.809752608602903 1.04315679226164 1 29.5803441465247 29.091395981344 23.8283124226784 23.5637405216873
"119" "OCN_24" "OCN" 84 2 0.89 0 0.930311777965779 0.923948489303311 1.04315679226164 1 29.5803441465248 28.9585017850856 23.2873539238664 22.9595569804664
"120" "OCN_24" "OCN" 84 2 1 0 1.04529413254582 1.03814437000372 1.04315679226164 1 29.5803441465248 28.8243301271863 22.853347548175 22.4821432721267
"121" "OCN_24" "OCN" 84 3 0.01 0 0.0104529413254582 0.0103814437000372 1.04315679226164 1.00000000000001 30.2577345595449 29.9886997779879 29.9961247057853 29.9979678111845
"122" "OCN_24" "OCN" 84 3 0.12 0 0.125435295905498 0.124577324400447 1.04315679226164 1 30.2577345595449 29.8638303413303 29.6162871104427 29.6103342290181
"123" "OCN_24" "OCN" 84 3 0.23 0 0.240417650485539 0.238773205100856 1.04315679226164 1 30.2577345595449 29.7379029647047 28.8505449049559 28.8216706118464
"124" "OCN_24" "OCN" 84 3 0.34 0 0.355400005065579 0.352969085801266 1.04315679226164 1 30.2577345595449 29.610890293827 27.7961213823029 27.7695505291117
"125" "OCN_24" "OCN" 84 3 0.45 0 0.47038235964562 0.467164966501674 1.04315679226164 1 30.2577345595449 29.4827637748962 26.5311897565998 26.5529247326461
"126" "OCN_24" "OCN" 84 3 0.56 0 0.585364714225662 0.581360847202084 1.04315679226164 1 30.2577345595449 29.3534935796358 25.3899387657585 25.3559029404027
"127" "OCN_24" "OCN" 84 3 0.67 0 0.7003470688057 0.695556727902493 1.04315679226164 1 30.2577345595449 29.2230485242033 24.5096073660782 24.3411807320123
"128" "OCN_24" "OCN" 84 3 0.78 0 0.81532942338574 0.809752608602903 1.04315679226164 1 30.2577345595449 29.091395981344 23.8283124226784 23.5637405216873
"129" "OCN_24" "OCN" 84 3 0.89 0 0.930311777965779 0.923948489303311 1.04315679226164 1 30.2577345595449 28.9585017850856 23.2873539238664 22.9595569804664
"130" "OCN_24" "OCN" 84 3 1 0 1.04529413254582 1.03814437000372 1.04315679226164 1 30.2577345595449 28.8243301271863 22.853347548175 22.4821432721267
