"network_id" "kind" "n_patch" "rep" "mu" "k_sd" "alpha" "alpha.out" "beta" "eigen.ratio" "R_init" "R" "x_bar" "x_reduced"
"11" "ER_7" "Erdos-Renyi" 21 1 0.01 0 0.00996073928394203 0.00994972233436172 1.00837441218321 1.49934844181368 29.9273789113123 29.9978306593414 29.9989901689787 29.9993060203622
"12" "ER_7" "Erdos-Renyi" 21 1 0.12 0 0.119528871407304 0.119396668012341 1.00837441218321 1.49934844181368 29.9273789113123 29.9739471695126 29.9005406958766 29.9036201928176
"13" "ER_7" "Erdos-Renyi" 21 1 0.23 0 0.229097003530668 0.228843613690319 1.00837441218321 1.49934844181369 29.9273789113123 29.9500255245411 29.7163283077899 29.7223702349689
"14" "ER_7" "Erdos-Renyi" 21 1 0.34 0 0.338665135654028 0.338290559368298 1.00837441218321 1.49934844181368 29.9273789113123 29.9260655409757 29.4912686533331 29.5010534830094
"15" "ER_7" "Erdos-Renyi" 21 1 0.45 0 0.448233267777392 0.447737505046277 1.00837441218321 1.49934844181368 29.9273789113123 29.9020670338909 29.245641271878 29.2601038275264
"16" "ER_7" "Erdos-Renyi" 21 1 0.56 0 0.557801399900756 0.557184450724256 1.00837441218321 1.49934844181369 29.9273789113123 29.8780298168694 28.9917044652804 29.0118308231739
"17" "ER_7" "Erdos-Renyi" 21 1 0.67 0 0.667369532024118 0.666631396402235 1.00837441218321 1.49934844181368 29.9273789113123 29.8539537019855 28.7376267128808 28.7643600494622
"18" "ER_7" "Erdos-Renyi" 21 1 0.78 0 0.776937664147479 0.776078342080214 1.00837441218321 1.49934844181369 29.9273789113123 29.8298384997883 28.4887823607572 28.5229239322441
"19" "ER_7" "Erdos-Renyi" 21 1 0.89 0 0.886505796270843 0.885525287758193 1.00837441218321 1.49934844181368 29.9273789113123 29.8056840192839 28.248476261489 28.2906149144279
"110" "ER_7" "Erdos-Renyi" 21 1 1 0 0.996073928394204 0.994972233436172 1.00837441218321 1.49934844181368 29.9273789113123 29.7814900679178 28.0185500814001 28.069037944461
"111" "ER_7" "Erdos-Renyi" 21 2 0.01 0 0.00996073928394203 0.00994972233436172 1.00837441218321 1.49934844181368 29.3376110280158 29.9978306593414 29.9989901689787 29.9993060203622
"112" "ER_7" "Erdos-Renyi" 21 2 0.12 0 0.119528871407304 0.119396668012341 1.00837441218321 1.49934844181368 29.3376110280158 29.9739471695126 29.9005406958766 29.9036201928176
"113" "ER_7" "Erdos-Renyi" 21 2 0.23 0 0.229097003530668 0.228843613690319 1.00837441218321 1.49934844181369 29.3376110280158 29.9500255245411 29.7163283077899 29.7223702349689
"114" "ER_7" "Erdos-Renyi" 21 2 0.34 0 0.338665135654028 0.338290559368298 1.00837441218321 1.49934844181368 29.3376110280158 29.9260655409757 29.4912686533331 29.5010534830094
"115" "ER_7" "Erdos-Renyi" 21 2 0.45 0 0.448233267777392 0.447737505046277 1.00837441218321 1.49934844181368 29.3376110280158 29.9020670338909 29.245641271878 29.2601038275264
"116" "ER_7" "Erdos-Renyi" 21 2 0.56 0 0.557801399900756 0.557184450724256 1.00837441218321 1.49934844181369 29.3376110280158 29.8780298168694 28.9917044652804 29.0118308231739
"117" "ER_7" "Erdos-Renyi" 21 2 0.67 0 0.667369532024118 0.666631396402235 1.00837441218321 1.49934844181368 29.3376110280158 29.8539537019855 28.7376267128808 28.7643600494622
"118" "ER_7" "Erdos-Renyi" 21 2 0.78 0 0.776937664147479 0.776078342080214 1.00837441218321 1.49934844181369 29.3376110280158 29.8298384997883 28.4887823607572 28.5229239322441
"119" "ER_7" "Erdos-Renyi" 21 2 0.89 0 0.886505796270843 0.885525287758193 1.00837441218321 1.49934844181368 29.3376110280158 29.8056840192839 28.248476261489 28.2906149144279
"120" "ER_7" "Erdos-Renyi" 21 2 1 0 0.996073928394204 0.994972233436172 1.00837441218321 1.49934844181368 29.3376110280158 29.7814900679178 28.0185500814001 28.069037944461
"121" "ER_7" "Erdos-Renyi" 21 3 0.01 0 0.00996073928394203 0.00994972233436172 1.00837441218321 1.49934844181368 29.9245264939427 29.9978306593414 29.9989901689787 29.9993060203622
"122" "ER_7" "Erdos-Renyi" 21 3 0.12 0 0.119528871407304 0.119396668012341 1.00837441218321 1.49934844181368 29.9245264939427 29.9739471695126 29.9005406958766 29.9036201928176
"123" "ER_7" "Erdos-Renyi" 21 3 0.23 0 0.229097003530668 0.228843613690319 1.00837441218321 1.49934844181369 29.9245264939427 29.9500255245411 29.7163283077899 29.7223702349689
"124" "ER_7" "Erdos-Renyi" 21 3 0.34 0 0.338665135654028 0.338290559368298 1.00837441218321 1.49934844181368 29.9245264939427 29.9260655409757 29.4912686533331 29.5010534830094
"125" "ER_7" "Erdos-Renyi" 21 3 0.45 0 0.448233267777392 0.447737505046277 1.00837441218321 1.49934844181368 29.9245264939427 29.9020670338909 29.245641271878 29.2601038275264
"126" "ER_7" "Erdos-Renyi" 21 3 0.56 0 0.557801399900756 0.557184450724256 1.00837441218321 1.49934844181369 29.9245264939427 29.8780298168694 28.9917044652804 29.0118308231739
"127" "ER_7" "Erdos-Renyi" 21 3 0.67 0 0.667369532024118 0.666631396402235 1.00837441218321 1.49934844181368 29.9245264939427 29.8539537019855 28.7376267128808 28.7643600494622
"128" "ER_7" "Erdos-Renyi" 21 3 0.78 0 0.776937664147479 0.776078342080214 1.00837441218321 1.49934844181369 29.9245264939427 29.8298384997883 28.4887823607572 28.5229239322441
