"network_id" "kind" "rep" "noise_amplitude" "noise_cov_dist" "alpha" "alpha.out" "beta" "odsr.cov" "eigen.ratio" "R_init" "R_mean" "x_bar_mean" "x_reduced_mean" "R_sd" "x_bar_sd" "x_reduced_sd" "R_acf_1" "x_bar_acf_1" "x_reduced_acf_1"
"2" "OCN_1" "OCN" 1 0.01 0.05 0.103682576795618 0.105057494086264 1.02451148534045 0.000803768454321488 1 31.4234699104846 31.6130808047704 29.740825901055 31.1008807650507 4.92330126690812 0.540590226386846 0.738305253436435 0.439438492249772 0.427332058686337 0.435917344122173
"3" "OCN_1" "OCN" 1 0.01 0.1 0.103682576795618 0.105057494086264 1.02451148534045 0.00105764989720285 1 31.4234699104846 31.6859472759558 29.779941615397 31.1180426830919 4.93227700845083 0.620936250565583 0.742126794780668 0.328235218818656 0.35898484594903 0.412891729362079
"4" "OCN_1" "OCN" 1 0.01 0.2 0.103682576795618 0.105057494086264 1.02451148534045 0.00198648842031567 1 31.4234699104846 31.6498322010051 29.8403731678872 31.2315408086128 4.97210213241151 0.86485411293402 0.965315421149277 0.396949250816319 0.366086647981488 0.366292004790833
"5" "OCN_1" "OCN" 1 0.0325 0.05 0.103682576795618 0.105057494086264 1.02451148534045 0.00261224747654484 1 31.4234699104846 31.5254745399745 28.9449850454152 30.2635355714138 5.90651129393184 0.957884100273358 1.28600235932659 0.37304788690338 0.419347020623904 0.457739419911338
"6" "OCN_1" "OCN" 1 0.0325 0.1 0.103682576795618 0.105057494086264 1.02451148534045 0.00343736216590928 1 31.4234699104846 31.52778166019 29.0184027439495 30.3824388986229 5.82414666184719 1.0893886164991 1.32717009903992 0.350408648575799 0.371895907803843 0.373592824636043
"7" "OCN_1" "OCN" 1 0.0325 0.2 0.103682576795618 0.105057494086264 1.02451148534045 0.00645608736602591 1 31.4234699104846 31.4988586837607 29.0621514776205 30.3305633529582 5.92795884082417 1.73382440980418 2.01447221276114 0.329788699838349 0.465394773571761 0.49162790141327
"8" "OCN_1" "OCN" 1 0.055 0.05 0.103682576795618 0.105057494086264 1.02451148534045 0.00442072649876818 1 31.4234699104846 31.7499329287753 28.1261108335588 29.6081493351919 6.75070299388175 1.23383079473487 1.63818629007095 0.321563171454772 0.487100269704633 0.523756823866606
"9" "OCN_1" "OCN" 1 0.055 0.1 0.103682576795618 0.105057494086264 1.02451148534045 0.0058170744346157 1 31.4234699104846 31.3146952861711 28.1833088247004 29.4621235844652 6.79037924644312 1.52980896816353 1.76412266152965 0.393331525875334 0.450913308934049 0.40396341606687
"10" "OCN_1" "OCN" 1 0.055 0.2 0.103682576795618 0.105057494086264 1.02451148534045 0.0109256863117362 1 31.4234699104846 31.4530677222807 28.3503435758016 29.6286253347933 6.88230911544239 1.99028166939921 2.44426140703175 0.390728492009955 0.383132599477413 0.457183235620412
"11" "OCN_1" "OCN" 1 0.0775 0.05 0.103682576795618 0.105057494086264 1.02451148534045 0.00622920552099153 1 31.4234699104846 31.3862343338133 27.1512029623141 28.3242982425162 7.5892206567756 1.60800135447383 2.14327805257558 0.370915606943525 0.580505021641677 0.57966097561058
"12" "OCN_1" "OCN" 1 0.0775 0.1 0.103682576795618 0.105057494086264 1.02451148534045 0.00819678670332212 1 31.4234699104846 31.3484051996325 27.3325160518767 28.5072196874204 7.53872805063422 1.68245239627886 2.18761785454256 0.418329889912772 0.455452893136792 0.467322049601347
"13" "OCN_1" "OCN" 1 0.0775 0.2 0.103682576795618 0.105057494086264 1.02451148534045 0.0153952852574464 1 31.4234699104846 31.4410078249503 27.0338770329651 28.3932709151332 7.71248717825553 2.45704492809712 2.89570795413932 0.372715017970463 0.474062812096576 0.494610991680548
"14" "OCN_1" "OCN" 1 0.1 0.05 0.103682576795618 0.105057494086264 1.02451148534045 0.00803768454321488 1 31.4234699104846 31.5870372414756 26.2169342030355 27.4958935538291 8.33982536511639 1.63553861159303 2.28135803409477 0.248620478541333 0.573643852880923 0.62698784613452
"15" "OCN_1" "OCN" 1 0.1 0.1 0.103682576795618 0.105057494086264 1.02451148534045 0.0105764989720285 1 31.4234699104846 31.3334952801033 25.7477465697104 27.1172042627123 8.51842414529988 1.98788980860991 2.38396310113247 0.416085232948067 0.544407495724792 0.489273213534374
"16" "OCN_1" "OCN" 1 0.1 0.2 0.103682576795618 0.105057494086264 1.02451148534045 0.0198648842031567 1 31.4234699104846 31.414340600856 26.357512408819 27.6964027998776 8.5489609572962 3.00073260121486 3.30912186784245 0.341461403005209 0.542107717637421 0.497668546858119
