"network_id" "kind" "rep" "noise_amplitude" "noise_cov_dist" "alpha" "alpha.out" "beta" "odsr.cov" "eigen.ratio" "R_init" "R_mean" "x_bar_mean" "x_reduced_mean" "R_sd" "x_bar_sd" "x_reduced_sd" "R_acf_1" "x_bar_acf_1" "x_reduced_acf_1"
"2" "OCN_7" "OCN" 1 0.01 0.05 0.0984138968723356 0.0992745646412552 1.01123885411635 0.000916945366639754 1 29.2216336992451 29.9561050926606 29.4429455325895 29.4165570698919 0.645974825892105 0.476919571284247 0.634861958675317 0.417207294611076 0.3875413911221 0.395677836713022
"3" "OCN_7" "OCN" 1 0.01 0.2 0.0984138968723356 0.0992745646412552 1.01123885411635 0.00379363443857182 1 29.2216336992451 29.6207760453235 29.3897981774633 29.3017815908544 1.30066283468862 0.977599314193289 1.37517916678697 0.35345624369331 0.345893619402316 0.323037862824643
"4" "OCN_7" "OCN" 1 0.01 0.4 0.0984138968723356 0.0992745646412552 1.01123885411635 0.00687248056090505 1 29.2216336992451 29.6187098293695 29.3192434416694 29.2860577203212 1.79197708612517 1.44196861946038 1.74262031831499 0.428962691165431 0.353533641553317 0.359806436403709
"5" "OCN_7" "OCN" 1 0.0325 0.05 0.0984138968723356 0.0992745646412552 1.01123885411635 0.0029800724415792 1 29.2216336992451 29.81127103313 28.7401961120815 28.6988694081578 1.20969786214855 0.862433675754064 1.13870752618348 0.35507806447727 0.421911192905374 0.444174674151296
"6" "OCN_7" "OCN" 1 0.0325 0.2 0.0984138968723356 0.0992745646412552 1.01123885411635 0.0123293119253584 1 29.2216336992451 29.7203148874289 28.3996406616873 28.2483691014694 2.40354103609334 1.73580587326971 2.44858132139282 0.393452868278857 0.485288584853402 0.451101513840781
"7" "OCN_7" "OCN" 1 0.0325 0.4 0.0984138968723356 0.0992745646412552 1.01123885411635 0.0223355618229414 1 29.2216336992451 29.3655478375204 28.364267480817 28.2912664746842 3.1225490861117 2.6632639170446 3.25219496297374 0.387326595049677 0.494056541040048 0.460456253273124
"8" "OCN_7" "OCN" 1 0.055 0.05 0.0984138968723356 0.0992745646412552 1.01123885411635 0.00504319951651865 1 29.2216336992451 29.9783784475946 27.9368170241757 27.8401751015172 1.42304973120354 1.16823390612424 1.57666091942369 0.345301090611842 0.47645842854295 0.512706290189481
"9" "OCN_7" "OCN" 1 0.055 0.2 0.0984138968723356 0.0992745646412552 1.01123885411635 0.020864989412145 1 29.2216336992451 29.3923256463959 28.0630095227078 27.924730196552 3.08552192924456 2.12721817125257 2.96999289200998 0.386746350976567 0.410909190974757 0.398872750176353
"10" "OCN_7" "OCN" 1 0.055 0.4 0.0984138968723356 0.0992745646412552 1.01123885411635 0.0377986430849778 1 29.2216336992451 28.9652688886144 27.6640033762996 27.5490138769329 4.13479571123389 3.65641629447376 4.64534265121129 0.324171096207093 0.575882006550451 0.552060250622265
"11" "OCN_7" "OCN" 1 0.0775 0.05 0.0984138968723356 0.0992745646412552 1.01123885411635 0.00710632659145809 1 29.2216336992451 29.8020658429033 27.0881483515328 27.0554562614052 1.83250575543651 1.36696781801016 1.78532725344393 0.326599572185529 0.462737744084161 0.471669545103505
"12" "OCN_7" "OCN" 1 0.0775 0.2 0.0984138968723356 0.0992745646412552 1.01123885411635 0.0294006668989316 1 29.2216336992451 29.4903046396233 27.08451560583 26.8283984277453 3.61636656248131 2.52439004532468 3.67831012541079 0.404006364887006 0.478905190274418 0.490825317780755
"13" "OCN_7" "OCN" 1 0.0775 0.4 0.0984138968723356 0.0992745646412552 1.01123885411635 0.0532617243470141 1 29.2216336992451 28.8026825185921 27.270581392741 27.1064376184038 4.82155713795215 3.98658390152799 4.96185677093533 0.384576375952937 0.472357478205229 0.462460468249561
"14" "OCN_7" "OCN" 1 0.1 0.05 0.0984138968723356 0.0992745646412552 1.01123885411635 0.00916945366639754 1 29.2216336992451 29.5808997065105 26.391728629589 26.2632366638542 1.98793206350433 1.630870531333 2.14190819644687 0.361986099569506 0.537705238323806 0.508164017122393
"15" "OCN_7" "OCN" 1 0.1 0.2 0.0984138968723356 0.0992745646412552 1.01123885411635 0.0379363443857182 1 29.2216336992451 28.8226567537544 26.1106387421354 25.9978601012273 4.16846796367386 3.09399946858184 4.39511534847195 0.41376410122107 0.551098665594176 0.513216926623359
"16" "OCN_7" "OCN" 1 0.1 0.4 0.0984138968723356 0.0992745646412552 1.01123885411635 0.0687248056090505 1 29.2216336992451 26.2850082032631 25.7665471011617 25.5929062953517 6.40325307069902 4.78667161362783 5.85968922507124 0.552457161729848 0.541519814612099 0.52110700306426
"17" "OCN_7" "OCN" 2 0.01 0.05 0.0984138968723356 0.0992745646412552 1.01123885411635 0.000916945366639754 1 30.7064661328155 30.0194526927841 29.4018781716575 29.321329851763 0.681521386105004 0.532695492149216 0.662567072733225 0.343876623774426 0.459800605617703 0.432867631545119
"18" "OCN_7" "OCN" 2 0.01 0.2 0.0984138968723356 0.0992745646412552 1.01123885411635 0.00379363443857182 1 30.7064661328155 29.7696626959949 29.383896572283 29.2967349993577 1.27221485638319 0.960194048563988 1.32751078759579 0.363226091401468 0.41475088944121 0.40565599401196
"19" "OCN_7" "OCN" 2 0.01 0.4 0.0984138968723356 0.0992745646412552 1.01123885411635 0.00687248056090505 1 30.7064661328155 29.7240902288352 29.3313094489041 29.2057011138847 1.78308822316949 1.38236298068989 1.72669601616018 0.306929089447448 0.346870580535162 0.38056537962374
