"network_id" "kind" "rep" "noise_amplitude" "noise_cov_dist" "alpha" "alpha.out" "beta" "odsr.cov" "eigen.ratio" "R_init" "R_mean" "x_bar_mean" "x_reduced_mean" "R_sd" "x_bar_sd" "x_reduced_sd" "R_acf_1" "x_bar_acf_1" "x_reduced_acf_1"
"2" "RGG_1" "RGG" 1 0.01 0.05 0.0998487493643386 0.100215385221594 1.00278403952651 0.000568262713882316 1.5600140051145 29.7018088398234 29.2336581532685 28.950125605215 28.9808597158742 4.54912650680151 0.533723871526758 0.535277622784233 0.418606731792292 0.416823710642582 0.415731076658032
"3" "RGG_1" "RGG" 1 0.01 0.1 0.0998487493643386 0.100215385221594 1.00278403952651 0.000902478522324304 1.5600140051145 29.7018088398234 29.2351261409623 28.9227783935758 28.9521222331107 4.58546638889672 0.607650044662017 0.608344379356285 0.295723085331563 0.36109320931309 0.359208163082834
"4" "RGG_1" "RGG" 1 0.01 0.2 0.0998487493643386 0.100215385221594 1.00278403952651 0.00205124524059649 1.5600140051145 29.7018088398234 29.1493717236212 28.9187408266545 28.9502469153295 4.49950131580594 0.970739466731604 0.974473530479928 0.427449712541901 0.39929106148821 0.398837077659196
"5" "RGG_1" "RGG" 1 0.0325 0.05 0.0998487493643386 0.100215385221594 1.00278403952651 0.00184685382011753 1.5600140051145 29.7018088398234 29.2836901622894 28.3193430980965 28.3491897987379 5.40147187322036 0.898360638854362 0.901795598184087 0.348662094619133 0.385945577666468 0.386756788777637
"6" "RGG_1" "RGG" 1 0.0325 0.1 0.0998487493643386 0.100215385221594 1.00278403952651 0.00293305519755399 1.5600140051145 29.7018088398234 29.1532486065307 28.2245606232689 28.2551427726592 5.44371720269808 1.16964686338027 1.17390699156742 0.36211636097226 0.39728554502553 0.397022962491654
"7" "RGG_1" "RGG" 1 0.0325 0.2 0.0998487493643386 0.100215385221594 1.00278403952651 0.00666654703193858 1.5600140051145 29.7018088398234 28.9903081892388 28.0732251312691 28.1021819813762 5.33993919479183 1.68109168199562 1.68632558462348 0.372761448884425 0.450090429567093 0.452015569545472
"8" "RGG_1" "RGG" 1 0.055 0.05 0.0998487493643386 0.100215385221594 1.00278403952651 0.00312544492635274 1.5600140051145 29.7018088398234 29.201442957194 27.5583056175976 27.5844876640089 6.12325519433859 1.20053655077321 1.20376181031129 0.341763450479205 0.500324148261576 0.499430705208982
"9" "RGG_1" "RGG" 1 0.055 0.1 0.0998487493643386 0.100215385221594 1.00278403952651 0.00496363187278368 1.5600140051145 29.7018088398234 29.1667064020742 27.5315220520796 27.5610302990748 6.16812965339887 1.5095959889057 1.51391526722642 0.350002291702306 0.455060034670516 0.455833624162007
"10" "RGG_1" "RGG" 1 0.055 0.2 0.0998487493643386 0.100215385221594 1.00278403952651 0.0112818488232807 1.5600140051145 29.7018088398234 29.1521009214865 27.5102580749215 27.5312664133061 6.28414974237472 2.35971166968251 2.36728838433716 0.32729791803251 0.465433825904132 0.466628630047822
"11" "RGG_1" "RGG" 1 0.0775 0.05 0.0998487493643386 0.100215385221594 1.00278403952651 0.00440403603258795 1.5600140051145 29.7018088398234 29.080062840089 26.867562704462 26.8961931126217 6.9257965358662 1.44672310138289 1.44969453757856 0.421676395075479 0.47410107519203 0.471399951132903
"12" "RGG_1" "RGG" 1 0.0775 0.1 0.0998487493643386 0.100215385221594 1.00278403952651 0.00699420854801336 1.5600140051145 29.7018088398234 29.1511345715929 27.0835155660741 27.108722487636 6.91036874362718 1.66958221914063 1.67581225541167 0.349434850827889 0.382323260839161 0.383041918638967
"13" "RGG_1" "RGG" 1 0.0775 0.2 0.0998487493643386 0.100215385221594 1.00278403952651 0.0158971506146228 1.5600140051145 29.7018088398234 28.5882805348045 26.8957206341021 26.9131461698608 7.05246599717107 2.62889724190836 2.63815938176271 0.428505947718063 0.431273183858775 0.430406165326464
"14" "RGG_1" "RGG" 1 0.1 0.05 0.0998487493643386 0.100215385221594 1.00278403952651 0.00568262713882316 1.5600140051145 29.7018088398234 28.9532027890373 26.2390829616495 26.2729984745281 7.50467594400986 1.59903110515354 1.60070845400827 0.440922736947752 0.433350441699612 0.4324998562915
"15" "RGG_1" "RGG" 1 0.1 0.1 0.0998487493643386 0.100215385221594 1.00278403952651 0.00902478522324304 1.5600140051145 29.7018088398234 29.2010746677389 25.9507929148005 25.9646175212868 7.36819814164983 1.82352904399668 1.82228634498545 0.369484244540674 0.407570896921396 0.406412902486409
"16" "RGG_1" "RGG" 1 0.1 0.2 0.0998487493643386 0.100215385221594 1.00278403952651 0.0205124524059649 1.5600140051145 29.7018088398234 28.5524744923775 25.8078309196994 25.8391399676411 7.52242139988104 2.87353880104681 2.88157207254535 0.427215463687143 0.471655998411113 0.47196178614277
